eps,seed,alpha,nat_acc,cert_acc,adv_acc,config_hash,checkpoint_path
0.00784313725490196,42,0.0632455532033676,0.7445,0.5727999806404114,0.6544,7e7c7ecb3357170d5a8040f36f78dff4,papers/rethinking_evaluation_paradigms/results/hpo/alpha_sweep/cifar10_cnn7_mtl_ibp_alpha_sweep_2_255/nets/7e7c7ecb3357170d5a8040f36f78dff4.pt
0.00784313725490196,42,0.0015915896393970278,0.8106,0.46639999747276306,0.7086,892fb1db990025185d849c048993dea1,papers/rethinking_evaluation_paradigms/results/hpo/alpha_sweep/cifar10_cnn7_mtl_ibp_alpha_sweep_2_255/nets/892fb1db990025185d849c048993dea1.pt
0.00784313725490196,42,0.03641128406052161,0.7588,0.5780999660491943,0.6646,8af33105466922ef08bac872687efc67,papers/rethinking_evaluation_paradigms/results/hpo/alpha_sweep/cifar10_cnn7_mtl_ibp_alpha_sweep_2_255/nets/8af33105466922ef08bac872687efc67.pt
0.00784313725490196,42,2.513210629792361e-06,0.8519,0.041099999099969864,0.7297,93e616302b3641923d0d34b6b809852c,papers/rethinking_evaluation_paradigms/results/hpo/alpha_sweep/cifar10_cnn7_mtl_ibp_alpha_sweep_2_255/nets/93e616302b3641923d0d34b6b809852c.pt
0.00784313725490196,42,0.004,0.7948,0.5218999981880188,0.6934,a995d69a58dec3d879640fae5f97a76d,papers/rethinking_evaluation_paradigms/results/hpo/alpha_sweep/cifar10_cnn7_mtl_ibp_alpha_sweep_2_255/nets/a995d69a58dec3d879640fae5f97a76d.pt
0.00784313725490196,42,1e-06,0.8521,0.026899999007582664,0.7297,b8d50660c85383742106475b6be00f48,papers/rethinking_evaluation_paradigms/results/hpo/alpha_sweep/cifar10_cnn7_mtl_ibp_alpha_sweep_2_255/nets/b8d50660c85383742106475b6be00f48.pt
0.00784313725490196,42,0.10985605433061182,0.7291,0.5690000057220459,0.6382,cfa6671580a853e8d6e4c3a644606142,papers/rethinking_evaluation_paradigms/results/hpo/alpha_sweep/cifar10_cnn7_mtl_ibp_alpha_sweep_2_255/nets/cfa6671580a853e8d6e4c3a644606142.pt
0.00784313725490196,42,0.0002519842099789749,0.8304,0.29659998416900635,0.7265,ddc0d2c38febecca92001c3771aeeecf,papers/rethinking_evaluation_paradigms/results/hpo/alpha_sweep/cifar10_cnn7_mtl_ibp_alpha_sweep_2_255/nets/ddc0d2c38febecca92001c3771aeeecf.pt
0.00784313725490196,42,0.3314454017339988,0.6989,0.5464999675750732,0.6023,e03c3d217aded48ce170eb99e1e1c876,papers/rethinking_evaluation_paradigms/results/hpo/alpha_sweep/cifar10_cnn7_mtl_ibp_alpha_sweep_2_255/nets/e03c3d217aded48ce170eb99e1e1c876.pt
0.00784313725490196,42,0.19081741026573448,0.7115,0.5613999962806702,0.626,f4726e7173e74a942e1a79824e713f81,papers/rethinking_evaluation_paradigms/results/hpo/alpha_sweep/cifar10_cnn7_mtl_ibp_alpha_sweep_2_255/nets/f4726e7173e74a942e1a79824e713f81.pt
